userName,score,at,content
zoel aiwa,3,2022-11-18 03:42:43,"Ini baru Mantul jaringan nya.. pertahankan ya min,jgn buat pelanggan kecewa..👍 Jaringan sudah oke..tapi kenapa paket internet kebutuhan yg biasa makin hari tarif nya makin naik dan naik terus,,tolong dong min di adakan lagi tarif internet yg biasa sya pakai...biar bisa tetap internetan pake XL.."
obito tobi,1,2022-11-18 02:29:58,"Tidak bisa cek pulsa,udh daftar imei berhasil di aplikasi,tapi kartu ku masih aja gk berfungsi, buat apa beli gk bisa di pake, live chat gk berguna. Gk ada balasan dari agen. Isinya bot smua"
Halima,1,2022-11-18 02:19:49,"Sangat buruk!aplikasi sangat lemot,paketin data ""sedang proses"" pulsa terus berkurang tapi paket data ga sukses alhasil pulsa hangus data gaada!gembel!"
MuhamadAkbar Akbar1987,1,2022-11-18 02:17:51,"Pelayanan sering eror sy isi paket Data 11 GB dgn nominal pulsa sy 25.000, pd tgl 17/11/2022 pkl 22:15 ada notifikasi SMS permintaan ada sedangan di proses dan sukses,tpi di aplikasi my XL kenapa paket data sy tidak masuk. my XL pelayanan nya makin kesini malah tambah buruk sangat kecewa dengan my XL"
Rasyid Raharjo,3,2022-11-18 01:43:41,"Tolong diperbaiki untuk gangguan pada jaringannya kak karena untuk tahun,dan bulan ini XL masih banyak gangguan mohon untuk dikembangkan lagi agar para pengguna XL dimanapun dapat menggunakan jaringan dengan baik dan nyaman."
Xiou Xiu,1,2022-11-18 01:18:54,"Saya download ini krn pas gosok voucer angkanya ada yg hilang, padahal biasanya gak bgini, skrg angka di voucer gampang ilang krn gesekan. Sy buka aplikasi nya trus sy scan barcode, sdh 6x scab belom masuk juga, sdh nunggu lama juga, apa harus nunggu 4 hari bgitu? Aplikasi gak berguna, sama sekali gak bisa bantu!!!!"
Baqiyatus Sholihat,1,2022-11-18 01:12:14,Dulu tak kasih bintang 5 tapi sekarang tak kasih bintang satu karena aplikasi sungguh² jelekk banget. Contoh beli paket akrab tapi tidak dapat menambah anggota kan percuma tak berguna kalau begitu ngapain ada paket akrab? Mohon dong segera perbaiki Jangan kecewain pelanggan
Budi Aryawan,5,2022-11-18 01:12:13,"Setelah update malah gak bisa login, keterangan server bermasalah. Padahal buat internet, youtube, dll lancar Udah uninstall, trus download lg. Masih aja tetap. Selama 10 hari saya coba masih sama. Uninstall aja selamanya. Gak berguna banget aplikasi ini"
Deelin love,1,2022-11-17 23:57:22,"Perasaan Update terus XL ini, sinyal hilang2an....perbaikin sinyal donk seperti hari ini tgl 18 april 2022 dikota Baturaja sumatera selatan sinyal hilang2 terus speed hanya 0....mbps apa ga salah. binggung ama xl update apaan"
alfian naf,2,2022-11-17 22:55:54,Baca dulu sebelum download... Download apk ini antara nyesel tapi kok untung pokoknya bingung deh... Untungnya klo pke apk ini pas isi paket sapet geratisan paket tapi nyeselnya klo pake apk suka keluar sendiri/FC ku kira ahhh ada perbaikan systm mungkin ehhh ternyata di tunggu sampe 1 tahun ke depannya lagi mlh sama aja mlalah makin parah... Lehbih bisa di sebut apk broken sih... Entah kurang dana apa gimana tapi itulh yg terjadi.. Moga developer liat...
Ibnu Azhari Hidayat Siregar,1,2022-11-17 16:13:28,"Harga unlimitid turbo berubah saat membeli paket extracombo plus... Yang awal nya sebelum beli paket extracombo plus masih 99 ribu jadi naik 166 ribu,,, Buruk,parah ni xl,,nipu pelanggan ,, hati2 buat para pelanggan jika membeli unlimitid turbo,,,pasti anda kena tipu.... Cuma di xl yg begini,,kalo oprator lain gak prnah bgini...parah ni xl"
Rana Firman Jaya,1,2022-11-17 16:08:16,Bonus XC Flex S 5GB bagi pelanggan baru tidak bisa dipergunakan lagi seperti awal kartu perdana di aktifkan. Padahal saya sudah membeli beberapa paket kuota sebagai syarat aktivasi bonus. Kuota utama habis tetapi kuota bonus sebagai cadangan untuk keperluan akses internet tetap tidak bisa dipakai. Tolong segera perbaiki layanannya supaya pelanggan tidak pada kabur.
Imam Mammoth,1,2022-11-17 15:40:39,"Xl bgimana dah. Lemot banget sumpah. Udah mode pesawat berkali kali, restart haper berkali kali sama aja bodong masih lemot. Etttt gimana dah. Harga paket makin tidak bersahabat, eh sinyalnya ikut tidak bersahabat juga. Mau ganti udah kelanjur kepake lama ini nomor xl. Hadeh"
Roy Putra,1,2022-11-17 13:27:42,"XL makin buruk sinyalnya, level akun udah platinum, tapi jaringan makin lemot, sinyal kalau sudah hilang ga cukup 1 jam, berhati hari harus hilang sinyal, lama lama malas pake XL kalau ga ada peningkatan jaringan, bukannya makin baik malah makin buruk"
Pratama Putra,1,2022-11-17 11:08:00,Awalnya sih lancar tidak ada kendala eror tidak susah sinyal sejenis apapun itu tpi entah kenapa makin lama berlangganan makin susah sinyalnya emng luar biasa haha 🔥🔥😅
"Nanda tresna, juniawan",2,2022-11-17 10:03:36,"nyobain beli paket di yang tercantum 18 ribu 8GB tapi yang masuk cuma 4GB kuota youtube 2GB kuota 24jam semua jaringan 2GB yang kuota lokal kabupaten nya ga masuk 4GB kan sayang, padahal sebelumnya isi paket di myXL dapat kuota lokal kabupaten tapi sekarang ga masuk, dan lokasi saya masih di rumah, seperti biasanya, kecewa, saya akan manaikan Bintang jika semuanya kembali seperti biasa."
Latifa Permata,2,2022-11-17 02:13:41,"Bagus sih tp tlng diperbaiki lg karena saya pernah beli paket tp apk nya error mulu dan keluar masuk terus, saat udh bs beli paketnya tp malah yg dipakai dlu pulsa saya bukan paket yg udh saya beli. Kan jd percuma saya belinya"
D'ELTOE'S,1,2022-11-17 02:13:15,Kenapa paket data xl yg gratis ataupun yg tidak gratis kok lemotnya minta ampun 🤔 kondisi di luar/ dalam ruangan tetap jaringannya ancur 🤔 saya pakai kartu xl itu dari 2017 kenapa makin ancur jaringan nya 🤔
Muhammad Faaiz M,1,2022-11-17 02:05:01,Sangat mengecewakan sekali ketika hujam Jaringan sama sekali tidak bisa di pakai. Lag parah sampe buka aplikasi (WA) saja tidak bisa mohon di perbaiki secepatnya!!!!!!
mor cahyo,1,2022-11-16 17:56:15,"Ketika saya bayar tagihan XL prioritas lewat M-banking BRI atau lewat metode lainya terjadi kesalahan dalam proses aktivasi, sudah saya coba berkali-kali tetap muncul ""terjadi kesalahan dalam proses aktivasi"", sampai lewat tanggal pembayaran dan saya tidak bisa akses internet pakai data jaringa XL. Mohon di perbaiki jangan sampai pelanggan ganti provider lain. Terima kasih"
Mining TV,3,2022-11-16 16:00:51,"Mahal mahal paket datanya, dan membingungkan terlalu banyak pembagian kuotanya, ribet...! kuota utama, kuota malam, kuota 24 jam di semua jaringan, dll, dll. Membingungkan...!"
ME _BIVHADILA MEDINA,1,2022-11-16 14:28:35,"aplikasi sama kartu sama aja udh jaringn jelek,transaksi sering error,pulsa suka kepotong padahal gk pake pulsa darurat,bilangny erro,error alah aplikasi sampah merugikan org lain kalau ini sistemya lagi rusak ya jangn yg merugikan yg lain lah mending kalau ada ganti ruginya ini apaan kaga ada gw udh males sama xl"
Jancok Picek,1,2022-11-16 14:16:52,"Kenapa setiap buat main game sering lag, dan loading stack terus padahal pakai wifi aman2 aja. Pas coba pake data malah error Sering update malah semakin kecewa"
Ridho Fauzan,1,2022-11-16 13:57:35,TOLONG DIBACA!!! kenapa akhir² ini jaringan suka tiba² ilang dan ngelag parah? padahal baru beli kuota mahal² waktu dipake malah ngelag? kalo begini terus gaada perbaikan saya lebih milih pindah ke operator tetangga aja.
Evi Listiani,1,2022-11-16 12:57:41,"Kenapa ini bonusnya sering ga bisa, tulisan doang bonusnya, mo diambil g bisa, udah 1 2 kali masih biasa aja ya, ini udah berkali-kali tetep bonusnya g bisa diambil, bikin esmosi aja"
Yoga Yudhistira,5,2022-11-16 12:23:11,"Saya sudah hampir 11 tahun menggunakan XL, untuk jaringan internet di wilayah saya sangat buruk (Cipanas-Cianjur) paket data saya kadang hanya bisa di gunakan untuk WhatsApp saja tolong di perbaiki lagi untuk sinyal. 4G namun serasa hanya menggunakan 3g loading nya setengah abad."
Nasrul Amin,1,2022-11-16 10:58:20,"Ini sekarang xl gak jelas bgt , sinyal 4g tp buat internet sama sekali gak jalan , tiap kali beli pulsa slalu kepotong ga tau buat apa pas dicek ga ada ikut paket apa2 , ,yg plg parah internet.nya yg dulu kenceng bgt , sekarang bisa jadi LEMOT bgt coba,,sebagai pengguna xl udah lebih dari 10 taun saya kecewa berat , TOLONG LAH JANGAN KECEWAIN CUSTOMER.NYA ,APALAGI YANG UDAH SETIA PAKE XL SELAMA BERTAHUN2."
Ahmad Nurhadiyani,2,2022-11-16 10:11:25,"Ntahlah dulu enak, sekarang malah bnyk masalah, Kouta gw bnyk masih 50gb an, tpi buat ngegame selalu hilang sinyalnya buat masuk lobby aja susah, terutama buat ngerank, kouta 50 gb padahal paket utama dan lokal, semoga diperbaiki"
Stevanus D Panel,1,2022-11-16 08:54:09,"Koneksi XL skrg makin busuk. Sering lost connection pdhal indikator signal ada. Buat main game jg latency naik turun gak stabil, kecewa saya dgn XL sekarang. Katanya 4.5G tp kok jaringannya makin ngawur."
Shandy Farhan,1,2022-11-16 07:03:36,"Tolong untuk performanya ditingkatin lagi, ini saya tadi beli unlimiited youtube shorts 1 jam, tapi pas saya nonton youtube sekitar setengah jam, tiba2 ada notif muncul kalau kuota saya tersisa 200 mb, makin kesini xl makin parah, percuma aja harga murah kalau jaringan ngelag terus kaya gini, padahal cuma buat cek kuota tapi lemotnya minta ampun, di hp saya bahkan bisa 1 menit lebih nunggu cuma buat cek kuota, TOLONG DITINGKATKAN LAGI!!!!."
hanny tasyaaa,1,2022-11-16 05:53:10,"sumpah kesel banget, beli pulsa 10rb terus ga sengaja nyalain data cuman beberapa detik eh langsung kepotong 8rb pulsanya, gajelas banget tolong buat xl perbaiki lagi, mending kalo saya punya duit lah ini kagak punya duit mana dipotong pula pulsanya, kalo gini terus mending saya ganti kartu aja kapok pake xl, ke ulang terus kek gini, ditambah lagi boros padahal saya jarang streaming video cuman dipake chatting seperlunya:)"
REZZA HUSEIN,3,2022-11-16 05:34:20,sedikit loading untuk masuk k app my xl dan untuk promo paket nya masih sangat mahal untuk saya pakai sendiri sehingga setengah sisa paket selAlu hangus di akhir jatuh tempo.
Adam I M,3,2022-11-16 03:57:06,"Belakangan ini susah untuk login, selalu gagal...tolong diperbaiki demi kenyamanan pelanggan. Saya pribadi sangat support aplikasi Xl ini, cuma kalo seperti ini terus saya bisa uninstall."
Ach. Fatoni,1,2022-11-16 02:57:40,"Saya turunin bintang.nya menjadi 1. karena saya sudah daftar paket, pulsa sudah kepotong tapi paket belum masuk.sudah live chat apk my XL tapi gak ada kejelasannya. Telpon CS juga Belum bisa menyelesaikan masalah.nya.Kecewa banget saya pakai XL. Sudah 2x masalahnya gangguan kaya gtu. Minggu kemarin telat paketan masuknya. Yang sekarang malah gak masuk sama sekali.Kalau gak bisa nyelesaikan masalah ini.bakal saya uninstall my XL. Kapok gak bakal di isi lagi pulsa kartu xl.nya."
Bambang Hariyono,1,2022-11-15 22:47:11,"Penggunaan aplikasi berat banget.bonus kuota tidak bisa di klaim.bonus aktivasi cman berkurang 700 MB doang,sisa nya tidak akan terpakai.tanggapan customer servicenya cuman di suruh cek berkala.tidak ada perbaikan layanan paket."
Endar GLC46,2,2022-11-15 17:18:02,"Aplikasi parah,, beli paket xtra combo mini sudah di bayar tapi tidak aktif, akhirnya beli lagi baru bisa aktif karna lagi darurat, ini gimana pihak XL nya,,? Kasih layanan yang bagus dong,"
Rudi Acer,1,2022-11-15 15:51:22,"Sudah komplain beberapa kali ke CS, tapi gak ada perbaikan di aplikasi, beli paket combo mini 7 hari total 20.5gb, tapi yg masuk hanya 14.5gb. merasa tertipu. Sedangkan beli di shopee dapat 19gb. Jadi untuk apa beli paket di aplikasi xl???"
Aqila Yuris,1,2022-11-15 13:52:32,Untuk aplikasi ini sangat jelek soalnya untuk bonus kuota atau kuota akrab itu sering eror pdhal saya sudah login ulang agar aplikasi ini baik baik saja ternyata sama saja eror tolong perbaiki Aplikasi My XL agar pengguna XL betah.
Wanmuhammad Erlangga,1,2022-11-15 08:01:57,"Kadang bisa kadang enggak kadang sama sekali ga kebuka, banyakan loadingnya kecewa kali sama XL padahal udah dari dulu make XL, Kadang udah belik paket pulsa kadang paketnya ga ada tapi pulsa berkurang. Ga tau lagi lah sama XL dah Kecewa Berat"
Muhammad Ramadhani,1,2022-11-15 05:43:10,"Aplikasi gak mutu,, keseringan error',, mau dipaketin gak bisa terus,, giliran mau paketin lagi pulsa udah kepotong,, gak bisa daftar paketan,, aplikasi payah begitu terus gak ada kemajuan 👎"
TEKNISI DUSUN,1,2022-11-15 04:42:58,Ini xl buruk sekali udah lengkap paket internet nya Masih nyedot pulsa kurang ajar nih.. Buat game gak bisa juga pada udah ada kuota utama anjir .semua jangan pakek XL apalagi yg suka maen game online jangan pakek XL .
Muhammad Hidayat,1,2022-11-15 01:50:17,"Sinyal hancur 2 Minggu ini ,sering Hilang sinyal terus kalo ada pun sinyal 2G ,4G berasa 3G . Sinyal ampas lelet ,lemot . KECEWA"
dai nurpalah,1,2022-11-15 01:42:17,"Hey xl mengapa setiap perpanjangan kuota anggota yg terdaftar dikeluarkan otomatis??? Terus ketika mau dimasukam lgi tpi ga ada slot melainkan hrus bayar 20rb sbgai anggota baru? INI PEMBODOHAN Stlh komplen ini, aplikasi ga bsa d buka alias error trus"
David Pratama,2,2022-11-15 00:50:32,"Saat akses masuk Susah.. lambat loading.. ntah kenapa. padahal buka aplikasi di lain operator,lancar dan tidak berkendara Jaringan data"
Bendhot Dissident,1,2022-11-14 19:59:18,Makin lama makin lemot aja sinyal.nya.. Jadi gag bisa buat main higgs domino lagi sekarang .. Paket data masih banyak tpi kalau buat main slot pasti loading berhenti di 95%.. Makin lama makin gag jelas aja..
Immobi Solusi Prima,1,2022-11-14 19:21:37,Cs tidak dapat di hubungi dengan agent #M96. Chat dengan maya juga tidak membantu Tidak bisa beli paket booster dengan saldo pascabayar. Padahal saldo pascabayar cukup. Keterangan transaksi berhasil Tapi kuota tidak bertambah Dan saldo pascabayar tidak terpotong
dinsky J,2,2022-11-14 17:31:21,"Tolong lah pulsa udah lebih dari cukup, tapi gak ke perpanjang paket otomatis.. Buat apaan kalo gitu dapat sms perpanjang otomatis"
Muhammad Rafi Rizqi,1,2022-11-14 15:12:10,"Kuota masih ada, namun pulsa terpotong. Semestinya kalau kuota add on sdh habis otomatis dialihkan ke kuota yang masih ada, bukan malah memotong pulsa dan harus distop secara manual dulu. Aplikasi sangat lemot dan tidak responsif di hp saya, padahal aplikasi dari provider lain tidak lemot dan lebih responsif. Kemudian chat dengan CS balasnya cukup lama, sampai saya keluar aplikasi untuk melakukan hal lain, kemudian saya buka kembali ternyata 2 menit kemudian baru dibalas. Mhn perbaikanya"
Dedi Kurniawan,2,2022-11-14 15:11:26,"Jaringan sangat buruk padahal baru beli data. Dikit dikit muter dikit dikit muter, dah lah lama lama jadi males pakek XL mending ganti yang lain aja. Gak ada apa apa tahu tahu trobel terus jaringan lag terus sampe bosen liat vidio gara gara muter jaringan gak jelas"
Agung Faturrahman,1,2022-11-14 13:54:32,"Mendingan pikir² deh kalo mau pakai provider ini, ditengah kota aja sinyal suka hilang²an apalagi bagi yang tinggal di perkampungan, tolong dong di benerin lagi terkait jaringannya, jangan paketannya aja yang mahal tpi sinyal gak bener !!!"
Masdar Lee,1,2022-11-14 06:42:30,"Jaringan sering gangguan, tiba sinyalnya hilang dan buruk, kalo aplikasi sih oke-oke aja. Berikan untuk aplikasi bintang satu. untuk jaringan dan sinyal yang seringkali gangguan gk usah diberikan bintang. Sinyal buruk sekali"
Vera Yusinta Devita Sari,1,2022-11-14 05:46:43,"Mau aktifkan paket gabisa, sudah di coba berkali-kali sampai komplain ke cs di live chat. Setelah cek pulsa, ternyata sudah terpotong hampir sebagian pulsa awal. Kesel banget dong, ga di pake apa-apa tapi pulsa terpotong. Ini cara minta ganti ruginya gimana ya? Tolong konfirmasinya ya."
Kusmi Gutomo,1,2022-11-14 05:45:03,"Sedikit kesal, ingin mengganti paket pascabayar tidak ada pilihan bayar pakai saldo prio flex, lalu saya tambah deposit ternyata juga tidak bisa ubah paket. Chat lewat XL care itu responnya sangat lambat sekali. Saya kontak di jam 6 pagi tidak ada respon, ini layanan 24 jam kan? Kontak lain waktu juga lambat dan saat sinyal hilang, komunikasi harus dimulai dari awal lagi."
Fetty Wahyuni,1,2022-11-14 05:08:53,"Sangat mengecewakan, layanan maya.nya sangat bertele2 membuang waktu sy,,drtd d suruh nunggu2 trs, ujung2nya malah d lempar k agen lain dan lagi2 d suruh antri lagi.... Bukannya dpt solusi malah bikin dongkol... Sudah mencoba menghubungi via tlp 817 juga tdk terhubung dgn coatumer servicenya...."
Muh. Teuku Rafli,3,2022-11-14 04:31:31,sejauh pemakaian apk nya lancar jadi aku kasih 3 bintang dulu yah dan juga banyak diskon(◕ᴗ◕✿). Tapi pelayanannya lambat sekali tidak ada respon cepatnya
Muhammad Hajii,1,2022-11-14 03:47:45,"XL picik, pembohong besar. Paket promo di aktifasi gagal, terus harga langsung berubah, sering banget. Atau di aktifasi gagal paket promo langsung hilang dari list. Kalau gak mau bikin promo mending gak usah sekalian, kasihan orang udah isi pulsa malah gagal ambil paket. Segitunya banget nyari uang?"
Robby Abdillah,1,2022-11-14 03:23:22,"App penipu saya mau beli VIP xtra Combo+ 97gb diskon gagal terus pas mau coba beli lagi harganya jadi ga diskon, mana saya udh isi pulsa sesuai harga VIP xtra Combo+, akhirnya beli yang reguler karena butuh banget, fix inimah bulan depan ganti provider Terimakasih penipu ."
Rena_ Ree,2,2022-11-14 02:31:59,"Kekurangan : 1. Kalau apk nya dibuka sering ngelag dan kepental keluar dulu, harus berkali2 masuknya baru bisa 2. Loadingnya lama banget 3. Sering error nggk jelas 4. Kalau kuota belum habis tapi masa berlaku sudah habis kuota ikut hangus, disuruh isi ulang kembali untuk mengaktifkan paket data, sudah diisi ulang tapi tetep kuota nya tidak memulih tetep hangus. Kelebihan : 1. Kalau isi ulang voucher menggunakan apk XL ini sering mendapatkan bonus kuota"
Zainal Arifin,1,2022-11-14 01:18:58,"Makin kesini xL makin buruk.. mulai sore sampai malam jaringan gk pernah stabil.. Sekarang malah ngk bisa buat main Higgs domino, Kirain masalah dari hpnya ternyata di coba pakai kartu XL yg lain juga sama saja.. MAKIN LAMA MAKIN BURUK"
